ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2013-02-10,342510.3657541129,278048.3691714824,542553.9580738528,342510.3657541129,342510.3657541129,0.22695989656690999,0.22695989656690999,0.22695989656690999,0.290527214188233,0.290527214188233,0.290527214188233,-0.06356731762132299,-0.06356731762132299,-0.06356731762132299,0.0,0.0,0.0,420246.48293876083
2013-02-11,342909.9576607229,170444.72180211954,436315.0692903928,342909.9576607229,342909.9576607229,-0.10153008973746655,-0.10153008973746655,-0.10153008973746655,-0.033247438434225375,-0.033247438434225375,-0.033247438434225375,-0.06828265130324117,-0.06828265130324117,-0.06828265130324117,0.0,0.0,0.0,308094.27888755884
2013-02-12,343309.5495673329,149958.64332117277,418188.1669484816,343309.5495673329,343309.5495673329,-0.17539872086850417,-0.17539872086850417,-0.17539872086850417,-0.10290775834268098,-0.10290775834268098,-0.10290775834268098,-0.07249096252582317,-0.07249096252582317,-0.07249096252582317,0.0,0.0,0.0,283093.4937112804
2013-02-13,343709.14147394296,165774.16049391063,429954.0417150323,343709.14147394296,343709.14147394296,-0.14116313262558838,-0.14116313262558838,-0.14116313262558838,-0.06510548769937084,-0.06510548769937084,-0.06510548769937084,-0.07605764492621751,-0.07605764492621751,-0.07605764492621751,0.0,0.0,0.0,295190.0823514296
2013-02-14,344108.73338055296,115989.06178204557,382432.47132664296,344108.73338055296,344108.73338055296,-0.28601766458855277,-0.28601766458855277,-0.28601766458855277,-0.2071547999998398,-0.2071547999998398,-0.2071547999998398,-0.07886286458871296,-0.07886286458871296,-0.07886286458871296,0.0,0.0,0.0,245687.55709452223
2013-02-15,344508.32528716297,152456.30859852384,429307.5792011442,344508.32528716297,344508.32528716297,-0.16683828619159544,-0.16683828619159544,-0.16683828619159544,-0.08603324223829478,-0.08603324223829478,-0.08603324223829478,-0.08080504395330065,-0.08080504395330065,-0.08080504395330065,0.0,0.0,0.0,287031.146717516
2013-02-16,344907.91719377297,248312.94610717156,519337.5080507734,344907.91719377297,344907.91719377297,0.12211770595786395,0.12211770595786395,0.12211770595786395,0.20392151252631907,0.20392151252631907,0.20392151252631907,-0.08180380656845514,-0.08180380656845514,-0.08180380656845514,0.0,0.0,0.0,387027.28080818144
2013-02-17,345307.509100383,284860.32185586286,550758.0600571897,345307.509100383,345307.509100383,0.20872490599181806,0.20872490599181806,0.20872490599181806,0.29052721418815836,0.29052721418815836,0.29052721418815836,-0.08180230819634032,-0.08180230819634032,-0.08180230819634032,0.0,0.0,0.0,417381.7864756293
2013-02-18,345707.10100699303,176463.61170061506,445653.9094000907,345707.10100699303,345707.10100699303,-0.11401633587548736,-0.11401633587548736,-0.11401633587548736,-0.03324743843437074,-0.03324743843437074,-0.03324743843437074,-0.08076889744111662,-0.08076889744111662,-0.08076889744111662,0.0,0.0,0.0,306290.8440640387
2013-02-19,346106.69291360304,151785.12438279606,416090.6872462522,346106.69291360304,346106.69291360304,-0.18160582640451653,-0.18160582640451653,-0.18160582640451653,-0.10290775834259425,-0.10290775834259425,-0.10290775834259425,-0.07869806806192228,-0.07869806806192228,-0.07869806806192228,0.0,0.0,0.0,283251.70092289394
2013-02-20,346506.28482021304,157781.5459130586,426417.11179673515,346506.28482021304,346506.28482021304,-0.14071617261054017,-0.14071617261054017,-0.14071617261054017,-0.06510548769908153,-0.06510548769908153,-0.06510548769908153,-0.07561068491145864,-0.07561068491145864,-0.07561068491145864,0.0,0.0,0.0,297747.24663481495
2013-02-21,346905.87672682304,115472.54740923019,384505.73439747095,346905.87672682304,346905.87672682304,-0.27870828546416454,-0.27870828546416454,-0.27870828546416454,-0.20715480000008363,-0.20715480000008363,-0.20715480000008363,-0.07155348546408094,-0.07155348546408094,-0.07155348546408094,0.0,0.0,0.0,250220.3346068474
2013-02-22,347305.46863343305,154092.3527500312,436809.05737275403,347305.46863343305,347305.46863343305,-0.15263112084646302,-0.15263112084646302,-0.15263112084646302,-0.08603324223807549,-0.08603324223807549,-0.08603324223807549,-0.06659787860838753,-0.06659787860838753,-0.06659787860838753,0.0,0.0,0.0,294295.8456798061
2013-02-23,347705.0605400431,262916.9236911378,528226.4411770926,347705.0605400431,347705.0605400431,0.14308343127954276,0.14308343127954276,0.14308343127954276,0.20392151252652924,0.20392151252652924,0.20392151252652924,-0.06083808124698646,-0.06083808124698646,-0.06083808124698646,0.0,0.0,0.0,397455.89367537363
2013-02-24,348104.6524466531,285820.42108216934,567817.9707231503,348104.6524466531,348104.6524466531,0.23613856342670603,0.23613856342670603,0.23613856342670603,0.29052721418850486,0.29052721418850486,0.29052721418850486,-0.054388650761798836,-0.054388650761798836,-0.054388650761798836,0.0,0.0,0.0,430305.5849975586
2013-02-25,348504.2443331332,195402.84365138007,465464.1540795058,348504.2443331332,348504.2443331332,-0.0806289255398224,-0.0806289255398224,-0.0806289255398224,-0.03324743843417673,-0.03324743843417673,-0.03324743843417673,-0.04738148710564567,-0.04738148710564567,-0.04738148710564567,0.0,0.0,0.0,320404.72156648495
2013-02-26,348903.83621961344,164632.34100791233,435890.88781178853,348903.83621961344,348903.83621961344,-0.14287015010638063,-0.14287015010638063,-0.14287015010638063,-0.10290775834260275,-0.10290775834260275,-0.10290775834260275,-0.039962391763777874,-0.039962391763777874,-0.039962391763777874,0.0,0.0,0.0,299055.8927662252
2013-02-27,349303.4281060936,175929.3356167591,446216.18674735853,349303.4281060936,349303.4281060936,-0.09739276944771633,-0.09739276944771633,-0.09739276944771633,-0.0651054876991597,-0.0651054876991597,-0.0651054876991597,-0.03228728174855662,-0.03228728174855662,-0.03228728174855662,0.0,0.0,0.0,315283.79986525985
2013-02-28,349703.01999257377,140365.93087940078,413730.20635830617,349703.01999257377,349703.01999257377,-0.23167296488615316,-0.23167296488615316,-0.23167296488615316,-0.20715480000005015,-0.20715480000005015,-0.20715480000005015,-0.024518164886103016,-0.024518164886103016,-0.024518164886103016,0.0,0.0,0.0,268686.2845212525
2013-03-01,350102.61187905393,180918.8859532505,463552.6943444412,350102.61187905393,350102.61187905393,-0.1028522299731286,-0.1028522299731286,-0.1028522299731286,-0.08603324223785616,-0.08603324223785616,-0.08603324223785616,-0.01681898773527244,-0.01681898773527244,-0.01681898773527244,0.0,0.0,0.0,314093.7775278765
2013-03-02,350502.2037655341,284486.05619350675,551469.6355698366,350502.2037655341,350502.2037655341,0.19457004307424847,0.19457004307424847,0.19457004307424847,0.2039215125261533,0.2039215125261533,0.2039215125261533,-0.009351469451904817,-0.009351469451904817,-0.009351469451904817,0.0,0.0,0.0,418699.4326498131
2013-03-03,350901.79565201426,322482.5819247538,588250.6482534279,350901.79565201426,350901.79565201426,0.28825618042633244,0.28825618042633244,0.28825618042633244,0.29052721418832883,0.29052721418832883,0.29052721418832883,-0.002271033761996385,-0.002271033761996385,-0.002271033761996385,0.0,0.0,0.0,452051.4069714053
2013-03-04,351301.3875384944,202898.42271615294,497240.8766744259,351301.3875384944,351301.3875384944,-0.02897038544389973,-0.02897038544389973,-0.02897038544389973,-0.03324743843415894,-0.03324743843415894,-0.03324743843415894,0.004277052990259215,0.004277052990259215,0.004277052990259215,0.0,0.0,0.0,341124.0509345274
2013-03-05,351700.9794249746,182710.1686907194,452946.2829542046,351700.9794249746,351700.9794249746,-0.09274652150339002,-0.09274652150339002,-0.09274652150339002,-0.10290775834261126,-0.10290775834261126,-0.10290775834261126,0.010161236839221242,0.010161236839221242,0.010161236839221242,0.0,0.0,0.0,319081.9369739728
2013-03-06,352100.57131145475,192000.40766328527,457318.4823744237,352100.57131145475,352100.57131145475,-0.049838654599387695,-0.049838654599387695,-0.049838654599387695,-0.06510548769897047,-0.06510548769897047,-0.06510548769897047,0.015266833099582773,0.015266833099582773,0.015266833099582773,0.0,0.0,0.0,334552.35255361605
2013-03-07,352500.1631979349,156612.22844008548,415070.41956862935,352500.1631979349,352500.1631979349,-0.18765609387938448,-0.18765609387938448,-0.18765609387938448,-0.20715479999981395,-0.20715479999981395,-0.20715479999981395,0.019498706120429508,0.019498706120429508,0.019498706120429508,0.0,0.0,0.0,286351.3594803649
2013-03-08,352899.7550844151,190110.7042887622,466426.37282909045,352899.7550844151,352899.7550844151,-0.06324983533152295,-0.06324983533152295,-0.06324983533152295,-0.08603324223826542,-0.08603324223826542,-0.08603324223826542,0.02278340690674247,0.02278340690674247,0.02278340690674247,0.0,0.0,0.0,330578.9036867911
2013-03-09,353299.34697089525,293482.04381579027,563047.5086094546,353299.34697089525,353299.34697089525,0.22899223178213823,0.22899223178213823,0.22899223178213823,0.20392151252581664,0.20392151252581664,0.20392151252581664,0.025070719256321608,0.025070719256321608,0.025070719256321608,0.0,0.0,0.0,434202.15292093257
2013-03-10,353698.9388573754,330044.0588305581,601638.5800004544,353698.9388573754,353698.9388573754,0.31686179598992054,0.31686179598992054,0.31686179598992054,0.2905272141882543,0.2905272141882543,0.2905272141882543,0.026334581801666267,0.026334581801666267,0.026334581801666267,0.0,0.0,0.0,465772.61986345245
2013-03-11,354098.5307438556,217525.6651301286,479813.3282521128,354098.5307438556,354098.5307438556,-0.00667406771360291,-0.00667406771360291,-0.00667406771360291,-0.03324743843446738,-0.03324743843446738,-0.03324743843446738,0.02657337072086447,0.02657337072086447,0.02657337072086447,0.0,0.0,0.0,351735.25317238376
2013-03-12,354498.12263033574,187946.16296911816,460122.21565063624,354498.12263033574,354498.12263033574,-0.0770982129436035,-0.0770982129436035,-0.0770982129436035,-0.10290775834261971,-0.10290775834261971,-0.10290775834261971,0.025809545399016212,0.025809545399016212,0.025809545399016212,0.0,0.0,0.0,327166.95088367444
2013-03-13,354897.7145168159,208895.3566619972,477651.9368170636,354897.7145168159,354897.7145168159,-0.04101681120322885,-0.04101681120322885,-0.04101681120322885,-0.06510548769904864,-0.06510548769904864,-0.06510548769904864,0.024088676495819788,0.024088676495819788,0.024088676495819788,0.0,0.0,0.0,340340.94196402223
2013-03-14,355297.30640329607,153171.80324986574,421300.81030686165,355297.30640329607,355297.30640329607,-0.1856769077604279,-0.1856769077604279,-0.1856769077604279,-0.20715479999991915,-0.20715479999991915,-0.20715479999991915,0.021477892239491283,0.021477892239491283,0.021477892239491283,0.0,0.0,0.0,289326.8012147228
2013-03-15,355696.89828977623,194780.4334720713,460897.0966218576,355696.89828977623,355696.89828977623,-0.06796944835782004,-0.06796944835782004,-0.06796944835782004,-0.08603324223798003,-0.08603324223798003,-0.08603324223798003,0.018063793880160002,0.018063793880160002,0.018063793880160002,0.0,0.0,0.0,331520.37633043254
2013-03-16,356096.49017625646,297861.41896788514,567359.3201861918,356096.49017625646,356096.49017625646,0.21787141722900366,0.21787141722900366,0.21787141722900366,0.20392151252602683,0.20392151252602683,0.20392151252602683,0.013949904702976816,0.013949904702976816,0.013949904702976816,0.0,0.0,0.0,433679.73716123146
2013-03-17,356496.08206273656,318917.35270588944,600099.5603130033,356496.08206273656,356496.08206273656,0.2997809426624187,0.2997809426624187,0.2997809426624187,0.2905272141879769,0.2905272141879769,0.2905272141879769,0.009253728474441808,0.009253728474441808,0.009253728474441808,0.0,0.0,0.0,463366.81359896273
2013-03-18,356895.6739492168,208301.73220310998,484161.44141193293,356895.6739492168,356895.6739492168,-0.0291439360406254,-0.0291439360406254,-0.0291439360406254,-0.03324743843427337,-0.03324743843427337,-0.03324743843427337,0.004103502393647967,0.004103502393647967,0.004103502393647967,0.0,0.0,0.0,346494.32925446494
2013-03-19,357295.2658356969,194060.0380751646,453799.6418732331,357295.2658356969,357295.2658356969,-0.10427302201773221,-0.10427302201773221,-0.10427302201773221,-0.102907758342533,-0.102907758342533,-0.102907758342533,-0.0013652636751992093,-0.0013652636751992093,-0.0013652636751992093,0.0,0.0,0.0,320039.00871437974
2013-03-20,357694.85772217705,189553.324373961,461322.71282787155,357694.85772217705,357694.85772217705,-0.07211885354160498,-0.07211885354160498,-0.07211885354160498,-0.06510548769904317,-0.06510548769904317,-0.06510548769904317,-0.007013365842561807,-0.007013365842561807,-0.007013365842561807,0.0,0.0,0.0,331898.31466552615
2013-03-21,358094.4496086573,136739.2540905139,410691.3728866626,358094.4496086573,358094.4496086573,-0.21985630549033047,-0.21985630549033047,-0.21985630549033047,-0.2071547999998857,-0.2071547999998857,-0.2071547999998857,-0.01270150549044476,-0.01270150549044476,-0.01270150549044476,0.0,0.0,0.0,279365.1269011046
2013-03-22,358494.0414951374,191126.37445530933,462184.4219687905,358494.0414951374,358494.0414951374,-0.10432705557250041,-0.10432705557250041,-0.10432705557250041,-0.08603324223782682,-0.08603324223782682,-0.08603324223782682,-0.018293813334673607,-0.018293813334673607,-0.018293813334673607,0.0,0.0,0.0,321093.41370566393
2013-03-23,358893.6333816176,282217.07855976245,555091.4185159861,358893.6333816176,358893.6333816176,0.18026030623578299,0.18026030623578299,0.18026030623578299,0.2039215125256705,0.2039215125256705,0.2039215125256705,-0.023661206289887514,-0.023661206289887514,-0.023661206289887514,0.0,0.0,0.0,423587.90964106086
2013-03-24,359293.2252680977,320042.9480088876,595484.0370671498,359293.2252680977,359293.2252680977,0.2618427226356209,0.2618427226356209,0.2618427226356209,0.2905272141883234,0.2905272141883234,0.2905272141883234,-0.028684491552702484,-0.028684491552702484,-0.028684491552702484,0.0,0.0,0.0,453371.54159682983
2013-03-25,359692.81715457793,201219.30744422172,472682.3215253046,359692.81715457793,359692.81715457793,-0.06650457935705723,-0.06650457935705723,-0.06650457935705723,-0.03324743843441869,-0.03324743843441869,-0.03324743843441869,-0.033257140922638526,-0.033257140922638526,-0.033257140922638526,0.0,0.0,0.0,335771.5976519578
2013-03-26,360092.4090410581,178307.46914315087,445755.0213946914,360092.4090410581,360092.4090410581,-0.14019542727141407,-0.14019542727141407,-0.14019542727141407,-0.10290775834283128,-0.10290775834283128,-0.10290775834283128,-0.037287668928582804,-0.037287668928582804,-0.037287668928582804,0.0,0.0,0.0,309609.09989835415
2013-03-27,360492.00092753826,175130.93825668585,452730.80853505863,360492.00092753826,360492.00092753826,-0.1058070481889784,-0.1058070481889784,-0.1058070481889784,-0.06510548769903768,-0.06510548769903768,-0.06510548769903768,-0.04070156048994074,-0.04070156048994074,-0.04070156048994074,0.0,0.0,0.0,322349.406413657
2013-03-28,360891.5928140184,143900.05171136477,403648.39936318446,360891.5928140184,360891.5928140184,-0.2505975072441817,-0.2505975072441817,-0.2505975072441817,-0.20715480000012954,-0.20715480000012954,-0.20715480000012954,-0.043442707244052185,-0.043442707244052185,-0.043442707244052185,0.0,0.0,0.0,270453.05926944315
2013-03-29,361291.1847004986,183582.38429542573,443505.0226249721,361291.1847004986,361291.1847004986,-0.13150756815680306,-0.13150756815680306,-0.13150756815680306,-0.08603324223823605,-0.08603324223823605,-0.08603324223823605,-0.04547432591856703,-0.04547432591856703,-0.04547432591856703,0.0,0.0,0.0,313778.6596040456
2013-03-30,361690.77658697875,281659.9469601656,554000.03408681,361690.77658697875,361690.77658697875,0.1571421657247102,0.1571421657247102,0.1571421657247102,0.2039215125258611,0.2039215125258611,0.2039215125258611,-0.046779346801150895,-0.046779346801150895,-0.046779346801150895,0.0,0.0,0.0,418527.64854250895
